INSTNM,LATITUDE,LONGITUDE
Lorenzo Walker Technical College,26.141141,-81.763568
Daytona State College,29.203275,-81.049685
South University-West Palm Beach,26.69215,-80.200219
Eckerd College,27.715798,-82.687043
Florida SouthWestern State College,26.552403,-81.887102
Edward Waters College,30.34479,-81.684879
Embry-Riddle Aeronautical University-Daytona Beach,29.189903,-81.048367
Florida Agricultural and Mechanical University,30.428504,-84.290226
Florida Atlantic University,26.372421,-80.102978
Florida State College at Jacksonville,30.334918,-81.659901
Flagler College-St Augustine,29.892733,-81.314887
Florida College,28.034936,-82.383289
Concorde Career Institute-Jacksonville,30.23886,-81.581748
Concorde Career Institute-Miramar,25.977088,-80.291516
Concorde Career Institute-Tampa,27.959148,-82.514341
AdventHealth University,28.576142,-81.367687
Florida Institute of Technology,28.065815,-80.622893
Florida Institute of Ultrasound Inc,30.524582,-87.220895
Florida International University,25.75732,-80.373928
Florida Keys Community College,24.582748,-81.74446
Florida Memorial University,25.918278,-80.270753
Florida Career College-Miami,25.756567,-80.36778
Florida School of Massage,29.593428,-82.338273
Florida Southern College,28.032443,-81.948203
Florida State University,30.440756,-84.291921
Florida Technical College,28.573275,-81.196503
University of Florida,29.64629,-82.347911
Fort Pierce Beauty Academy,27.411962,-80.325377
Full Sail University,28.596546,-81.301286
George Stone Technical College,30.487547,-87.290659
George T Baker Aviation Technical College,25.804092,-80.263591
Gulf Coast State College,30.185542,-85.727918
Hillsborough Community College,27.934888,-82.456253
Hobe Sound Bible College,27.066304,-80.13184
Hollywood Institute of Beauty Careers,26.007139,-80.209125
Cortiva Institute-Florida,27.793547,-82.680031
Indian River State College,27.42416,-80.358682
International Academy,29.162159,-80.997811
AI Miami International University of Art and Design,25.790008,-80.18839
Jacksonville University,30.353227,-81.60458
Keiser University-Ft Lauderdale,26.185869,-80.163959
La Belle Beauty School,25.86695,-80.312711
Florida Gateway College,30.175298,-82.5679
Lake Technical College,28.833446,-81.690874
Lake-Sumter State College,28.828649,-81.797193
Fort Myers Technical College,26.647517,-81.836596
Lively Technical Center,30.448534,-84.339057
Lindsey Hopkins Technical College,25.794676,-80.208154
Loraines Academy & Spa,27.783077,-82.713964
Luther Rice College & Seminary,33.698126,-84.123179
State College of Florida-Manatee-Sarasota,27.43804,-82.590887
Manatee Technical College,27.447894,-82.481088
Traviss Technical College,27.995822,-81.892381
Merryfield School of Pet Grooming,26.19044,-80.129991
Trinity International University-Florida,25.68307,-80.417646
Miami Lakes Educational Center and Technical College,25.916128,-80.29513
Miami Dade College,25.777717,-80.190856
University of Miami,25.72126,-80.278662
Orange Technical College-Mid Florida Campus,28.471695,-81.415996
Beauty Schools of America-Miami,25.759918,-80.304459
Paul Mitchell the School-Jacksonville,30.259433,-81.527515
North Florida Community College,30.473841,-83.420732
University of North Florida,30.27194,-81.509144
Nova Southeastern University,26.079337,-80.24248
Northwest Florida State College,30.540017,-86.47456
Orange Technical College-Orlando Campus,28.550422,-81.383783
Palm Beach Atlantic University,26.7044,-80.05247
Palm Beach State College,26.61256,-80.08653
Pasco-Hernando State College,28.2751,-82.646727
Pensacola State College,30.479267,-87.200265
Pinellas Technical College-Clearwater,27.911922,-82.719064
Polk State College,28.032411,-81.711873
Radford M Locklin Technical Center,30.648077,-87.09971
Saint Vincent de Paul Regional Seminary,26.516538,-80.125185
Ridge Technical College,28.076632,-81.654463
Ringling College of Art and Design,27.360931,-82.547803
Robert Morgan Educational Center and Technical College,25.599247,-80.390054
Rollins College,28.592787,-81.349239
First Coast Technical College,29.924377,-81.345829
Saint Leo University,28.336776,-82.257801
St Petersburg College,27.90242,-82.717331
Pinellas Technical College-St. Petersburg,27.761183,-82.681534
Santa Fe College,29.681037,-82.433143
Suncoast Technical College,27.285486,-82.500827
Seminole State College of Florida,28.745482,-81.308003
Sheridan Technical College,26.031736,-80.198024
Saint John Vianney College Seminary,25.742579,-80.337411
Saint Johns River State College,29.647516,-81.681387
South Florida State College,27.56974,-81.508667
University of South Florida-Main Campus,28.061458,-82.413232
St. Thomas University,25.922071,-80.253273
Stetson University,29.035475,-81.300746
Southeastern University,28.029733,-81.918382
Bene's Career Academy,28.259612,-82.728584
Riveroak Technical College,30.281999,-82.992512
Tallahassee Community College,30.443866,-84.339
Talmudic College of Florida,25.811996,-80.136293
Altierus Career College-Tampa,27.996582,-82.497616
The University of Tampa,27.948455,-82.46483
Big Bend Technical College,30.077954,-83.565783
Tom P Haney Technical Center,30.203363,-85.646585
Trinity Baptist College,30.311171,-81.79626
Trinity College of Florida,28.194732,-82.678318
Fashion Focus Hair Academy,27.258563,-82.517445
Valencia College,28.520898,-81.471466
Warner University,27.825751,-81.599972
Florida Panhandle Technical College,30.77449,-85.553345
Webber International University,27.838778,-81.532315
Rasmussen College-Florida,29.140099,-82.197343
The University of West Florida,30.549076,-87.218511
Orange Technical College-Westside Campus,28.559574,-81.571532
William T McFatter Technical College,26.085022,-80.232201
Orange Technical College-Winter Park Campus,28.604386,-81.36174
Withlacoochee Technical College,28.834861,-82.345563
Abraham Baldwin Agricultural College,31.481889,-83.528281
Agnes Scott College,33.769268,-84.295459
Interactive College of Technology-Chamblee,33.887956,-84.303159
Interactive College of Technology-Morrow,33.57233,-84.336098
Albany Technical College,31.55434,-84.174284
Albany State University,31.56928,-84.141825
Andrew College,31.772321,-84.795021
The Art Institute of Atlanta,33.936024,-84.355252
Georgia Career Institute,33.64336,-84.018321
Atlanta Technical College,33.712009,-84.404995
Point University,32.87912,-85.184931
Atlanta Metropolitan State College,33.70893,-84.404659
Atlanta's John Marshall Law School,33.793394,-84.387898
Atlanta School of Massage,33.922131,-84.311332
Clark Atlanta University,33.747628,-84.412584
Augusta Technical College,33.418992,-82.048439
Berry College,34.290414,-85.189202
Beulah Heights University,33.736993,-84.35768
Brenau University,34.303117,-83.821513
Brewton-Parker College,32.185718,-82.586136
Brown College of Court Reporting,33.784769,-84.389979
College of Coastal Georgia,31.182745,-81.485973
West Georgia Technical College,33.691657,-85.183666
Clayton  State University,33.594079,-84.328174
Columbia Theological Seminary,33.764292,-84.281695
Columbus Technical College,32.508076,-84.978551
Columbus State University,32.50096,-84.94106
Georgia Northwestern Technical College,34.224673,-85.171361
Covenant College,34.965161,-85.375066
Dalton State College,34.774221,-85.002775
Pro Way Hair School,33.801802,-84.205183
South University-Savannah,31.999571,-81.105435
East Georgia State College,32.594944,-82.309021
Emmanuel College,34.283641,-83.14822
Emory University,33.790183,-84.325512
Georgia Highlands College,34.169791,-85.207356
Fort Valley State University,32.537595,-83.89537
Grady Health System Professional Schools,33.751852,-84.381561
Georgia Institute of Technology-Main Campus,33.77242,-84.394832
Georgia Southwestern State University,32.054662,-84.217738
Georgia College & State University,33.082787,-83.231962
Georgia Southern University,32.426153,-81.784045
Georgia State University,33.7527,-84.38667
University of Georgia,33.956262,-83.374039
Gordon State College,33.04571,-84.154508
Southern Crescent Technical College,33.255438,-84.291662
Gupton Jones College of Funeral Service,33.710709,-84.179775
Gwinnett College-Lilburn,33.901271,-84.121874
Gwinnett Technical College,33.962763,-84.066224
Interdenominational Theological Center,33.752338,-84.409207
LaGrange College,33.038564,-85.043113
Lanier Technical College,34.330178,-83.777358
Life University,33.932781,-84.514729
Chattahoochee Technical College,33.929092,-84.553722
Herzing University-Atlanta,33.754218,-84.387251
Mercer University,32.831787,-83.648295
Morehouse College,33.745982,-84.414917
Morehouse School of Medicine,33.742888,-84.41186
North Georgia Technical College,34.639721,-83.530118
Oglethorpe University,33.875441,-84.333687
Paine College,33.469545,-81.993225
Piedmont College,34.566042,-83.542126
Miami Ad School at Portfolio Center,33.812116,-84.396182
Reinhardt University,34.319756,-84.554264
Savannah Technical College,32.023211,-81.114753
Savannah College of Art and Design,32.072963,-81.093849
Savannah State University,32.024781,-81.063377
Shorter University,34.257543,-85.196529
South Georgia Technical College,32.116663,-84.188321
The Creative Circus,33.813156,-84.361989
Spelman College,33.745279,-84.411527
Thomas University,30.815576,-83.963587
Toccoa Falls College,34.593414,-83.357617
Truett McConnell University,34.596306,-83.748911
Wiregrass Georgia Technical College,30.889221,-83.35381
Valdosta State University,30.847402,-83.289282
Wesleyan College,32.876037,-83.715417
University of West Georgia,33.573621,-85.097762
Young Harris College,34.933523,-83.84587
Chaminade University of Honolulu,21.28995,-157.807851
University of Hawaii at Hilo,19.701189,-155.080847
University of Hawaii at Manoa,21.298598,-157.818979
Hawaii Institute of Hair Design,21.31146,-157.861609
Hawaii Pacific University,21.310306,-157.859645
Honolulu Community College,21.321785,-157.87
Kapiolani Community College,21.27148,-157.800213
Kauai Community College,21.968887,-159.395883
Leeward Community College,21.39267,-157.983771
University of Hawaii Maui College,20.88956,-156.477252
Travel Institute of the Pacific,21.299035,-157.84134
University of Hawaii-West Oahu,21.35531,-158.056403
Windward Community College,21.407051,-157.813307
Carrington College-Boise,43.615295,-116.260675
Boise Bible College,43.658651,-116.291321
Boise State University,43.604284,-116.203301
College of Eastern Idaho,43.486041,-111.985519
Idaho State University,42.863832,-112.432312
University of Idaho,46.727406,-117.014167
The College of Idaho,43.652284,-116.677992
Lewis-Clark State College,46.412199,-117.024875
Aveda Institute-Twin Falls,42.593567,-114.461545
Mr Leon's School of Hair Design-Moscow,46.729532,-117.001162
North Idaho College,47.67569,-116.798905
Northwest Nazarene University,43.562411,-116.565783
Elevate Salon Institute-Chubbuck,42.919964,-112.464554
Brigham Young University-Idaho,43.818408,-111.782431
College of Southern Idaho,42.579837,-114.473901
Adler University,41.882414,-87.629156
American Academy of Art,41.87742,-87.624788
American Islamic College,41.954969,-87.646898
School of the Art Institute of Chicago,41.88105,-87.625758
Augustana College,41.502365,-90.55057
Aurora University,41.753631,-88.349023
Tricoci University of Beauty Culture-Urbana,40.117729,-88.205988
Southwestern Illinois College,38.516406,-89.924466
Bethany Theological Seminary,39.826244,-84.910689
Black Hawk College,41.477283,-90.447799
Blackburn College,39.287896,-89.870241
Blessing Rieman College of Nursing and Health Sciences,39.936549,-91.399045
Blessing Hospital School of Radiologic Technology,39.935084,-91.391542
Bradley University,40.696896,-89.616786
Paul Mitchell the School-Bradley,41.172891,-87.847099
Cameo Beauty Academy,41.716051,-87.740894
Cannella School of Hair Design-Villa Park,41.90417,-87.994628
Cannella School of Hair Design-Chicago,41.731381,-87.551622
Cannella School of Hair Design-Chicago,41.815763,-87.701198
