INSTNM,STABBR,COSTT4_A,AVGFACSAL,MD_EARN_WNE_P10,ADM_RATE,SAT_AVG,DEBT_MDN,UGDS
Beacon College,FL,42291,4086,PrivacySuppressed,0.6475,NULL,11607,190
Acupuncture and Integrative Medicine College-Berkeley,CA,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,NULL
Estrella Mountain Community College,AZ,11959,8457,32400,NULL,NULL,4750,7634
Heartland Community College,IL,10837,6760,26300,NULL,NULL,3501,4692
University of the Potomac-Washington DC Campus,DC,23340,4787,46400,NULL,NULL,9500,320
Rabbi Jacob Joseph School,NJ,19372,2708,NULL,1,NULL,PrivacySuppressed,86
Sanford-Brown Institute-Ft Lauderdale,FL,23083,4674,27600,NULL,NULL,9500,477
The Salon Professional Academy-Melbourne,FL,NULL,NULL,16200,NULL,NULL,9017.5,99
Fortis Institute-Scranton,PA,32946,3391,21300,0.8629,NULL,9740,464
Milan Institute of Cosmetology,NV,NULL,NULL,16000,NULL,NULL,9500,174
Everglades University,FL,27322,2635,41300,0.9104,NULL,20000,1184
Seminar L'moros Bais Yaakov,NY,19258,NULL,17400,0.9781,NULL,PrivacySuppressed,257
Herzing University-Winter Park,FL,29649,5389,40300,0.7083,NULL,9500,377
Emil Fries Piano Hospital and Training Center,WA,26000,NULL,NULL,NULL,NULL,PrivacySuppressed,3
Fairview Beauty Academy,OH,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,105
Cortiva Institute-Pompano,FL,NULL,3737,24500,NULL,NULL,6788.5,262
National College-Nashville,TN,25797,3174,24100,NULL,NULL,10203.5,704
College of Biblical Studies-Houston,TX,29103,3443,39900,NULL,NULL,6334,493
Inner State Beauty School,OH,NULL,NULL,17500,NULL,NULL,PrivacySuppressed,139
Virginia College-Pensacola,FL,22210,3651,24400,NULL,NULL,9500,365
Mid-EastCTC-Adult Education,OH,NULL,NULL,31600,NULL,NULL,5608,385
Everest University-South Orlando,FL,27739,2856,24400,NULL,NULL,6000,29460
Polaris Career Center,OH,NULL,NULL,PrivacySuppressed,NULL,NULL,6345,350
P&A Scholars Beauty School,MI,NULL,NULL,PrivacySuppressed,NULL,NULL,5848.5,241
Rensselaer BOCES-Practical Nursing Program,NY,NULL,NULL,38900,0.625,NULL,9498,34
ASM Beauty World Academy,FL,NULL,NULL,14700,NULL,NULL,3582,64
The Salter School-Tewksbury Campus,MA,NULL,NULL,27100,NULL,NULL,7359,230
Sanford-Brown College-Collinsville,IL,NULL,NULL,32600,NULL,NULL,11042,28
Sharps Academy of Hair Styling,MI,NULL,NULL,12100,NULL,NULL,5447,73
ICC Technical Institute,TX,NULL,NULL,13100,NULL,NULL,NULL,56
The College of Health Care Professions-Northwest,TX,NULL,4643,28200,1,NULL,7917,810
School of Professional Horticulture New York Botanical Garden,NY,31850,NULL,NULL,NULL,NULL,PrivacySuppressed,10
Fortis College,TX,NULL,NULL,27200,NULL,NULL,9500,382
Volunteer Beauty Academy-Madison,TN,NULL,NULL,16600,NULL,NULL,3750,44
Watkins College of Art Design & Film,TN,33979,5191,33400,0.3498,971,15250,334
Chicago ORT Technical Institute,IL,NULL,NULL,NULL,NULL,NULL,2946,425
Alhambra Beauty College,CA,NULL,NULL,16100,NULL,NULL,PrivacySuppressed,159
UEI College-Gardena,CA,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,1444
Asian-American International Beauty College,CA,NULL,NULL,10900,NULL,NULL,PrivacySuppressed,142
Avance Beauty College,CA,NULL,NULL,PrivacySuppressed,NULL,NULL,7159.5,54
Colton-Redlands-Yucaipa Regional Occupational Program,CA,NULL,NULL,NULL,NULL,NULL,4779.5,101
Copper Mountain Community College,CA,13951,8489,27300,NULL,NULL,5250,1479
Diversified Vocational College,CA,NULL,NULL,20900,NULL,NULL,4750,913
Bristol University,CA,NULL,NULL,PrivacySuppressed,NULL,NULL,6282.5,33
UEI College-Fresno,CA,NULL,NULL,21700,NULL,NULL,9500,1014
Mt Sierra College,CA,28093,NULL,39500,NULL,NULL,14750,536
Wyotech-Long Beach,CA,NULL,5070,25400,NULL,NULL,9500,1400
Santiago Canyon College,CA,8806,9451,PrivacySuppressed,NULL,NULL,4500,11153
Southern California Institute of Technology,CA,28736,3408,27500,NULL,NULL,9500,493
Soka University of America,CA,40842,10523,PrivacySuppressed,0.4336,1213,19000,412
Summit College,CA,NULL,NULL,26700,NULL,NULL,9487.5,947
Advance Beauty College,CA,NULL,NULL,12800,NULL,NULL,PrivacySuppressed,506
World Mission University,CA,20245,3911,PrivacySuppressed,0.8,NULL,PrivacySuppressed,122
Yo San University of Traditional Chinese Medicine,CA,NULL,6379,NULL,NULL,NULL,PrivacySuppressed,NULL
Coast Career Institute,CA,NULL,NULL,NULL,NULL,NULL,5836,169
Cannella School of Hair Design-Blue Island,IL,NULL,NULL,14900,NULL,NULL,3500,52
Delta College Inc,LA,NULL,NULL,19600,NULL,NULL,4916,102
Colorado Technical University-Sioux Falls,SD,NULL,6761,49000,NULL,NULL,6334,242
Southwest University of Visual Arts-Albuquerque,NM,50053,4889,28500,NULL,NULL,31000,224
Tri-State Cosmetology Institute,TX,NULL,NULL,15100,NULL,NULL,5476,144
Widener University-Commonwealth Law School,PA,NULL,11765,53200,NULL,NULL,18500,NULL
Volunteer Beauty Academy-Nashville,TN,NULL,NULL,16000,NULL,NULL,6116,41
Frontier Community College,IL,7073,6023,27300,NULL,NULL,4500,446
Lincoln Trail College,IL,6103,5912,31600,NULL,NULL,3500,533
Wabash Valley College,IL,6399,5154,28200,NULL,NULL,3500,840
American Institute of Interior Design,AZ,NULL,NULL,NULL,NULL,NULL,8313,32
Brookline College-Tempe,AZ,NULL,3345,21900,NULL,NULL,9335,223
Baker College of Auburn Hills,MI,18079,5113,26400,NULL,NULL,8471,3066
Baker College of Clinton Township,MI,17850,5356,26400,NULL,NULL,8471,4345
Inter American University of Puerto Rico-School of Optometry,PR,NULL,5447,19100,NULL,NULL,4500,NULL
Schiller International University,FL,35082,5500,PrivacySuppressed,NULL,NULL,7686,128
Vatterott College-Springfield,MO,23209,3613,28300,NULL,NULL,13000,312
Vatterott College-Joplin,MO,22820,3419,28300,NULL,NULL,13000,236
Vatterott College-Kansas City,MO,23251,4285,28300,NULL,NULL,13000,540
Coconino Community College,AZ,14389,6639,27700,NULL,NULL,3750,2794
Sanford-Brown College-Houston,TX,22508,3981,27600,NULL,NULL,9500,756
Sanford-Brown Institute-Jacksonville,FL,23256,4547,27900,NULL,NULL,9500,360
Sanford-Brown College-Dallas,TX,22382,5084,31000,NULL,NULL,9413,588
Baker College of Cadillac,MI,18523,3585,26400,NULL,NULL,8471,1534
Emma's Beauty Academy-Juana Diaz,PR,NULL,NULL,13300,NULL,NULL,PrivacySuppressed,404
Franklin Academy,TN,NULL,NULL,16100,NULL,NULL,3554,105
Columbia Central University-Yauco,PR,9176,1444,19300,NULL,NULL,PrivacySuppressed,402
Pima Medical Institute-Denver,CO,NULL,5074,27700,NULL,NULL,8313,940
Fortis College-Miami,FL,22867,3656,24000,NULL,NULL,10450,88
ASA College,NY,28371,4378,24600,NULL,NULL,9100,4658
Ohio State School of Cosmetology-Heath,OH,NULL,NULL,24800,NULL,NULL,6525,79
Ohio State School of Cosmetology,OH,NULL,NULL,19500,NULL,NULL,6500,57
Yeshivas Novominsk,NY,16400,4555,PrivacySuppressed,1,NULL,PrivacySuppressed,118
Southern Careers Institute-Corpus Christi,TX,NULL,NULL,20500,NULL,NULL,8237,320
Kiamichi Technology Center-Stigler,OK,NULL,NULL,22700,NULL,NULL,PrivacySuppressed,16
Rabbinical College of Ohr Shimon Yisroel,NY,15971,1356,12400,1,NULL,PrivacySuppressed,155
Carroll Community College,MD,8376,5628,31200,NULL,NULL,3670,3583
University of Phoenix-Southern Arizona Campus,AZ,24367,3286,48400,NULL,NULL,9254,1414
University of Phoenix-Colorado Campus,CO,23272,2422,48400,NULL,NULL,9254,1172
University of Phoenix-New Mexico,NM,23147,2321,48400,NULL,NULL,9254,2097
University of Phoenix-Bay Area Campus,CA,23848,3194,48400,NULL,NULL,9254,1374
University of Phoenix-Southern California Campus,CA,24988,3294,48400,NULL,NULL,9254,8302
Galen College of Nursing-Tampa Bay,FL,NULL,5372,38200,0.5667,NULL,12862,790
Galen College of Nursing-San Antonio,TX,NULL,4721,38200,0.645,NULL,12862,1119
Southeastern Beauty School-Columbus North Lumpkin,GA,NULL,NULL,14900,NULL,NULL,5500,78
Sarasota School of Massage Therapy,FL,NULL,NULL,23500,NULL,NULL,7705,77
Westwood College-Dupage,IL,28604,3755,33200,NULL,NULL,17958,186
Wright Career College,KS,16341,5134,17000,NULL,NULL,9500,1763
Daymar College-Louisville,KY,29943,3256,21200,NULL,NULL,12539.5,189
Schuyler Steuben Chemung Tioga Allegany BOCES,NY,NULL,NULL,27500,0.4676,NULL,9500,96
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY,NULL,NULL,34400,0.5769,NULL,5500,37
DCI Career Institute,PA,NULL,NULL,24400,NULL,NULL,9449,107
Central Susquehanna Intermediate Unit LPN Career,PA,NULL,NULL,37400,0.6081,NULL,9500,92
Myotherapy College of Utah,UT,NULL,NULL,18300,NULL,NULL,8233,63
Graham Webb International Academy of Hair,VA,NULL,NULL,34800,NULL,NULL,9349,160
City College-Gainesville,FL,31522,3516,26100,NULL,NULL,13986,444
Arizona State University-West,AZ,20269,8293,45400,0.759,1073,13713,3243
Cortiva Institute-Westport,CT,NULL,NULL,30500,NULL,NULL,6374,158
ITT Technical Institute-Jacksonville,FL,27999,5393,38800,0.8097,NULL,12224,591
G Skin & Beauty Institute,IL,NULL,NULL,28200,NULL,NULL,7500,286
Cosmetology Training Center,LA,NULL,NULL,15200,NULL,NULL,6500,109
Stage One-The Hair School,LA,NULL,NULL,15700,NULL,NULL,7425,99
Empire Beauty School-Malden,MA,NULL,NULL,17800,NULL,NULL,5500,155
Minnesota School of Business-Brooklyn Center,MN,25434,3890,32700,NULL,NULL,18500,162
ITT Technical Institute-Omaha,NE,27467,5368,38800,0.8676,NULL,12224,505
Omaha School of Massage and Healthcare of Herzing University,NE,24956,3506,40300,0.6714,NULL,9500,120
Xenon International Academy-Omaha,NE,NULL,NULL,22300,NULL,NULL,12000,237
Capri Institute of Hair Design-Brick,NJ,NULL,NULL,17900,NULL,NULL,6333,172
Capri Institute of Hair Design-Kenilworth,NJ,NULL,NULL,24900,NULL,NULL,7000,153
Capri Institute of Hair Design-Paramus,NJ,NULL,NULL,24900,NULL,NULL,6171,197
Orlo School of Hair Design and Cosmetology,NY,NULL,NULL,19700,NULL,NULL,5877,99
Delaware Area Career Center,OH,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,64
Eastland-Fairfield Career and Technical Schools,OH,NULL,NULL,29500,NULL,NULL,6333,188
Empire Beauty School-Cincinnati,OH,NULL,NULL,26600,NULL,NULL,7403,186
Mahoning County Career and Technical Center,OH,NULL,NULL,PrivacySuppressed,NULL,NULL,5500,96
Ohio Hi Point Joint Vocational School District,OH,NULL,NULL,26500,NULL,NULL,9540,32
Pickaway Ross Joint Vocational School District,OH,NULL,NULL,26400,NULL,NULL,6400,374
Pioneer Career and Technology Center,OH,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,35
Raphael's School of Beauty Culture Inc-Boardman,OH,NULL,NULL,PrivacySuppressed,NULL,NULL,5638.5,124
Scioto County Career Technical Center,OH,NULL,NULL,27600,NULL,NULL,4750,321
Trumbull Career & Technical Center,OH,NULL,NULL,26000,NULL,NULL,7600,115
Northwest Technology Center-Fairview,OK,NULL,NULL,18800,NULL,NULL,PrivacySuppressed,12
Lake Erie College of Osteopathic Medicine,PA,NULL,8556,NULL,NULL,NULL,PrivacySuppressed,NULL
UCAS University of Cosmetology Arts & Sciences-Harlingen,TX,NULL,NULL,14800,NULL,NULL,4195,137
Gene Juarez Academy of Beauty-Federal Way,WA,NULL,NULL,23700,NULL,NULL,10553.5,360
Empire Beauty School-Appleton,WI,NULL,NULL,16900,NULL,NULL,6513,67
Empire Beauty School-Green Bay,WI,NULL,NULL,19100,NULL,NULL,7583,102
Warren County Career Center,OH,NULL,NULL,PrivacySuppressed,NULL,NULL,6333,392
Brown Mackie College-Fort Wayne,IN,23423,4966,29600,NULL,NULL,9500,659
Paul Mitchell the School-Wichita,KS,NULL,NULL,19300,NULL,NULL,9833,121
Pinnacle Institute of Cosmetology,NC,NULL,NULL,PrivacySuppressed,NULL,NULL,9883,78
Career Training Academy-Monroeville,PA,NULL,1811,22900,NULL,NULL,8576,112
Southern Careers Institute-Pharr,TX,NULL,NULL,20500,NULL,NULL,8237,358
Texas State Technical College-Marshall,TX,16285,3814,36400,NULL,NULL,8666,428
Florida National University-Main Campus,FL,25220,3336,21900,NULL,NULL,15500,1803
Georgia Institute of Cosmetology,GA,NULL,NULL,15800,NULL,NULL,9833,302
Nouvelle Institute,FL,NULL,NULL,13900,NULL,NULL,PrivacySuppressed,116
ITT Technical Institute-Fort Lauderdale,FL,27139,5611,38800,0.7692,NULL,12224,531
Franklin Technology-MSSU,MO,NULL,NULL,24600,NULL,NULL,7600,189
Carson City Beauty Academy,NV,NULL,NULL,16400,NULL,NULL,8000,93
Professional Technical Institution Inc,PR,NULL,NULL,19400,NULL,NULL,PrivacySuppressed,231
Erikson Institute,IL,NULL,7896,NULL,NULL,NULL,PrivacySuppressed,NULL
South Texas College,TX,6412,5953,28200,NULL,NULL,PrivacySuppressed,18034
Pike County Joint Vocational School District,OH,NULL,NULL,NULL,NULL,NULL,6000,83
Lorain County Joint Vocational School District,OH,NULL,NULL,22900,NULL,NULL,3630,106
Roger Williams University School of Law,RI,NULL,11078,48900,NULL,NULL,19500,NULL
Everest Institute-Kendall,FL,26386,3740,27600,NULL,NULL,9500,461
California State University-Monterey Bay,CA,18479,7478,42200,0.444,976,12500,5153
Sanford-Brown College-St Peters,MO,NULL,4264,25400,NULL,NULL,18015,81
Colorado Technical University-Kansas City,MO,NULL,5000,49000,NULL,NULL,6334,45
Heald College-Salinas,CA,22680,4150,34600,NULL,NULL,6334,1076
Heritage College-Oklahoma City,OK,NULL,2272,21300,NULL,NULL,9500,722
Ann Arbor Institute of Massage Therapy,MI,NULL,NULL,PrivacySuppressed,NULL,NULL,5459,80
Brown Mackie College-Atlanta,GA,25758,3794,29600,NULL,NULL,9500,1033
Bryant & Stratton College-Henrietta,NY,21475,3971,22900,NULL,NULL,8283,368
Argosy University-The Art Institute of California-Hollywood,CA,33677,5268,37800,NULL,NULL,6334,1906
Sage College,CA,14519,3808,31300,NULL,NULL,14187.5,447
Anthem College-Denver,CO,26125,3421,26600,NULL,NULL,9488.5,207
Lincoln Technical Institute-Hartford,CT,NULL,NULL,29100,NULL,NULL,12474,575
Ohio Media School-Valley View,OH,NULL,NULL,29500,NULL,NULL,9500,172
EINE Inc,MA,NULL,NULL,PrivacySuppressed,NULL,NULL,6333,35
Laurus Technical Institute,GA,NULL,NULL,24200,NULL,NULL,9500,477
Illinois School of Health Careers-Chicago Campus,IL,NULL,NULL,21000,NULL,NULL,9104,612
Marian Health Careers Center-Los Angeles Campus,CA,NULL,NULL,54400,NULL,NULL,12896,108
Cleveland Clinic Health System-School of Diagnostic Imaging,OH,NULL,NULL,PrivacySuppressed,NULL,NULL,14000,44
National Institute of Massotherapy,OH,NULL,2023,PrivacySuppressed,NULL,NULL,6334,54
Academy for Nursing and Health Occupations,FL,NULL,4681,35000,NULL,NULL,9500,693
Shawsheen Valley School of Practical Nursing,MA,NULL,NULL,PrivacySuppressed,1,NULL,9500,47
Shear Ego International School of Hair Design,NY,NULL,NULL,18900,NULL,NULL,PrivacySuppressed,73
Remington College-Memphis Campus,TN,28080,3197,26300,0.6973,NULL,9326,814
Fayette Institute of Technology,WV,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,43
Professional Beauty School,WA,NULL,NULL,20800,NULL,NULL,3900.5,22
Capella University,MN,NULL,6361,62800,NULL,NULL,4938,7935
College of Menominee Nation,WI,15141,5158,19500,NULL,NULL,PrivacySuppressed,511
Leech Lake Tribal College,MN,15810,4314,17400,NULL,NULL,PrivacySuppressed,340
Anthem College-Sacramento,CA,33734,NULL,27500,NULL,NULL,9556,257
Southwest Acupuncture College-Albuquerque,NM,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,NULL
Spartan College of Aeronautics & Technology,CA,NULL,NULL,42800,NULL,NULL,18943.5,458
Stone Academy-Waterbury,CT,NULL,NULL,19500,NULL,NULL,11058,212
East San Gabriel Valley Regional Occupational Program,CA,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,983
Yukon Beauty College Inc,OK,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,17
ITT Technical Institute-Little Rock,AR,27523,4398,38800,0.9873,NULL,12224,289
ITT Technical Institute-Oxnard,CA,25911,6867,38800,0.9406,NULL,12224,312
ITT Technical Institute-Louisville,KY,27093,5348,38800,0.7266,NULL,12224,547
ITT Technical Institute-Greenville,SC,27517,5518,38800,0.8984,NULL,12224,353
ITT Technical Institute-Cordova,TN,25735,5843,38800,0.9757,NULL,12224,552
Toni & Guy Hairdressing Academy-Atlanta,GA,NULL,NULL,16500,NULL,NULL,9833,78
Mitchell's Hair Styling Academy-Raleigh,NC,NULL,NULL,17900,NULL,NULL,5231,76
Salon Academy,MI,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,48
Artistic Academy of Hair Design,NJ,NULL,NULL,32900,NULL,NULL,5500,179
Motoring Technical Training Institute,MA,NULL,NULL,29200,NULL,NULL,8550,298
Baker College of Jackson,MI,17340,4161,26400,NULL,NULL,8471,2202
Phagans Newport Academy of Cosmetology Careers,OR,NULL,NULL,PrivacySuppressed,NULL,NULL,12000,25
Mech-Tech College,PR,14992,2501,19200,NULL,NULL,3500,3262
Baldwin Beauty School-North Austin,TX,NULL,NULL,18700,NULL,NULL,PrivacySuppressed,79
ITT Technical Institute-Everett,WA,27549,6610,39500,0.9444,NULL,13771,271
Jean Madeline Aveda Institute,PA,NULL,NULL,27300,NULL,NULL,8028,278
Stillwater Beauty Academy,OK,NULL,NULL,13200,NULL,NULL,PrivacySuppressed,18
ITT Technical Institute-Bessemer,AL,26437,5369,38800,0.7506,NULL,12224,538
ITT Technical Institute-Orland Park,IL,26800,5946,38800,0.5851,NULL,12224,527
Pacific College of Oriental Medicine-New York,NY,32172,4008,18700,NULL,NULL,12500,139
Baker College Center for Graduate Studies,MI,24120,6487,26400,NULL,NULL,8471,4449
Johnson & Wales University-North Miami,FL,38974,7491,36600,0.6496,NULL,18700,1937
ITT Technical Institute-Pittsburgh,PA,26505,5503,38800,0.8571,NULL,12224,224
Tricoci University of Beauty Culture-Indianapolis,IN,NULL,NULL,PrivacySuppressed,NULL,NULL,7307,111
Trine University-Regional/Non-Traditional Campuses,IN,18080,8016,41700,0.303,NULL,15000,435
Pennsylvania Highlands Community College,PA,7098,4597,25600,NULL,NULL,3573.5,1282
Nevada Career Institute,NV,NULL,NULL,28100,1,NULL,8430,272
Phillips Theological Seminary,OK,NULL,5940,NULL,NULL,NULL,PrivacySuppressed,NULL
Empire Beauty School-Hanover,PA,NULL,NULL,21000,NULL,NULL,6222,96
Industrial Management Training Institute,CT,NULL,NULL,49800,NULL,NULL,7067,117
Faris Technical Institute Inc,TX,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,19
Four-D College,CA,NULL,5280,26500,NULL,NULL,8233,641
Allen School-Jamaica,NY,NULL,NULL,29300,NULL,NULL,9330,486
Premiere Career College,CA,NULL,NULL,33100,NULL,NULL,9260.5,557
Tennessee Academy of Cosmetology-Stage Road,TN,NULL,NULL,18100,NULL,NULL,5743,135
The University of Texas MD Anderson Cancer Center,TX,NULL,23611,76400,NULL,NULL,12500,313
University of Phoenix-Las Vegas Campus,NV,23755,3146,48400,NULL,NULL,9254,1753
Carousel Beauty College-Springfield,OH,NULL,NULL,14400,NULL,NULL,3961.5,57
Carousel Beauty College-Kettering,OH,NULL,NULL,14400,NULL,NULL,3961.5,61
Paul Mitchell the School-Huntsville,AL,NULL,NULL,NULL,NULL,NULL,9833,148
Estes Institute of Cosmetology Arts and Science,CA,NULL,NULL,14400,NULL,NULL,4400,89
Baldwin Park Adult & Community Education,CA,NULL,NULL,23500,NULL,NULL,PrivacySuppressed,495
Ventura Adult and Continuing Education,CA,NULL,NULL,31000,NULL,NULL,3500,142
Marinello Schools of Beauty-Sacramento,CA,NULL,NULL,18900,NULL,NULL,8342,561
Albert I Prince Technical High School,CT,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,55
Bullard-Havens Technical High School,CT,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,21
Howell Cheney THS/CT Aero Tech School,CT,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,41
W F Kaynor Technical High School,CT,NULL,NULL,PrivacySuppressed,0.7222,NULL,PrivacySuppressed,39
Platt Technical High School/Stratford Aviation,CT,6195,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,13
College of Business and Technology-Miami Campus,FL,22094,3723,23900,NULL,NULL,8700,126
City College-Altamonte Springs,FL,29768,3777,19800,NULL,NULL,6859,425
Augusta Area Dietetic Internship-University Hospital,GA,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Empire Beauty School-Dunwoody,GA,NULL,NULL,17800,NULL,NULL,5500,168
Cobb Beauty College Inc,GA,NULL,NULL,17600,NULL,NULL,10283,58
Career Center of Southern Illinois,IL,NULL,NULL,34200,0.8571,NULL,10840,90
Crave Beauty Academy,KS,NULL,NULL,21400,NULL,NULL,9500,286
Camelot College,LA,NULL,NULL,15600,NULL,NULL,9476,267
Mr Bernard's School of Hair Fashion Inc,ME,NULL,NULL,17500,NULL,NULL,9500,132
Hastings Beauty School,MN,NULL,NULL,NULL,NULL,NULL,10180,39
Kirksville Area Technical Center,MO,NULL,NULL,PrivacySuppressed,0.3077,NULL,PrivacySuppressed,27
South Central Career Center,MO,NULL,NULL,27400,NULL,NULL,6086,61
Saline County Career Center,MO,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,23
Warrensburg Area Career Center,MO,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,40
Nevada Regional Technical Center,MO,NULL,NULL,27700,NULL,NULL,9500,19
